"Id","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","Neighborhood"
468,70,0.79,94.8,5,7,1942,1995,224,3.86,0,3.42,7.28,888,756,0,16.44,0,0,1,1,3,1,7,2,1942,1,3.12,1.68,0,0,0,0,0,0,6,2007,146500,"NAmes"
470,60,0.76,92.91,6,5,1993,1993,120,4.26,0,4.06,8.32,832,878,0,17.1,0,0,2,1,3,1,7,0,1993,2,5.06,1.44,0.7,0,0,0,0,0,6,2008,187000,"SawyerW"
472,60,0.92,119.52,7,6,1977,1977,0,0,0,8.08,8.08,1161,808,0,19.69,0,0,2,1,3,1,8,1,1977,2,5.34,0,0,0,0,2.76,0,0,11,2007,190000,"NWAmes"
473,180,0.35,36.75,6,5,2005,2005,80,4.59,0,0.88,5.47,1072,0,0,10.72,1,0,1,0,2,1,5,0,2005,2,5.25,0,0.28,0,0,0,0,0,6,2008,148000,"Edwards"
476,20,0.8,84.8,5,6,1963,1963,0,6.3,0,3.4,9.7,970,0,0,9.7,1,0,1,0,2,1,5,0,1996,2,6.24,0,0.24,0,0,1.92,0,0,7,2007,132500,"Sawyer"
477,20,0.75,131.25,6,5,1997,1998,215,9.94,0,4.84,14.78,1493,0,0,14.93,1,0,2,0,3,1,7,1,1997,2,5.08,1.4,0.39,0,0,0,0,0,4,2008,208900,"CollgCr"
484,120,0.32,45,6,5,1998,1998,116,8.97,0,3.19,12.16,1216,0,0,12.16,1,0,2,0,2,1,5,0,1998,2,4.02,0,1.25,0,0,0,0,0,5,2006,164000,"Mitchel"
485,20,0.69,77.58,5,7,1962,2001,0,5.88,0,4.11,9.99,999,0,0,9.99,1,0,1,0,3,1,6,0,1963,1,2.64,0,1.32,0,0,0,0,0,3,2007,132500,"Sawyer"
486,20,0.8,96,5,7,1950,2007,0,6.07,0,5.06,11.13,1113,0,0,11.13,0,0,1,0,3,1,5,1,1950,1,2.64,0,0.8,1.2,0,0,0,0,7,2009,147000,"NAmes"
487,20,0.79,102.89,5,7,1965,1965,168,8.36,0,2.37,10.73,1073,0,0,10.73,1,0,1,1,3,1,6,0,1965,2,5.15,0,0,0,0,0,0,0,6,2007,156000,"NAmes"
488,20,0.7,122.43,5,6,1971,1971,0,9.98,0,4.86,14.84,1484,0,0,14.84,0,0,2,0,3,1,7,1,1971,2,4.87,2.24,0,0,0,1.8,0,0,2,2007,175000,"NWAmes"
491,160,0.69,26.65,5,6,1976,1976,0,0,0,2.64,2.64,616,688,0,13.04,0,0,1,1,3,1,4,1,1976,1,3.36,1.41,0.24,0,0,0,0,0,6,2008,115000,"MeadowV"
492,50,0.79,94.9,6,7,1941,1950,0,4.03,1.65,2.38,8.06,958,620,0,15.78,1,0,1,0,3,1,5,2,1941,1,2.4,0,0,0.32,0,0,0,0,8,2006,133000,"NAmes"
493,60,1.05,155.78,6,5,2006,2006,0,0,0,7.28,7.28,728,728,0,14.56,0,0,2,1,3,1,8,0,2006,2,4.29,0,0,0,0,0,0,0,5,2006,172785,"Gilbert"
494,20,0.7,79.31,5,6,1960,1960,0,3.74,5.32,3.63,12.69,1269,0,0,12.69,0,0,1,1,3,1,6,1,1964,1,3.08,0,0,0,0,0,0,0,6,2008,155000,"NAmes"
499,20,0.65,78,5,7,1967,2004,89,4.5,0,4.14,8.64,899,0,0,8.99,0,0,1,0,3,1,5,0,1967,1,2.88,0.64,0,0,0,0,0,0,6,2009,130000,"Sawyer"
500,20,0.7,75.35,5,7,1958,1985,0,1.11,2.79,5.22,9.12,912,0,0,9.12,0,1,1,0,2,1,5,0,1958,1,2.97,0.12,2.85,0,0,0,0,480,6,2007,120000,"NAmes"
501,160,0.21,18.9,6,5,1973,1973,285,3.56,0,3.16,6.72,672,546,0,12.18,0,0,1,1,3,1,7,0,1973,1,2.64,1.44,0.28,0,0,0,0,0,5,2007,113000,"BrDale"
503,20,0.7,91.7,5,7,1965,1965,0,6.98,0.96,4.2,12.14,1214,0,0,12.14,1,0,1,0,2,1,6,0,1965,2,4.61,0,0,1.84,0,0,0,400,4,2007,140000,"Edwards"
505,160,0.24,23.08,6,5,1974,1974,0,2.57,4.95,1.03,8.55,855,467,0,13.22,0,1,2,1,3,1,6,1,1974,2,4.4,2.6,0,0,0,0,0,0,6,2009,147000,"NPkVill"
507,60,0.8,95.54,8,5,1993,1994,125,3.8,0,3.97,7.77,1065,846,0,19.11,0,0,2,1,3,1,8,1,1993,2,4.71,1.82,0.81,0,0,0,0,0,9,2006,215000,"SawyerW"
509,70,0.6,96,7,9,1928,2005,0,1.41,0,5.48,6.89,689,689,0,13.78,0,0,2,0,3,1,7,1,1928,2,3.6,0,0,1.16,0,0,0,0,10,2008,161000,"OldTown"
510,20,0.8,96,5,6,1959,1959,132,9.91,0,0.5,10.41,1041,0,0,10.41,1,0,1,0,3,1,6,0,1959,1,2.7,2.24,0.88,0,0,0,0,0,7,2009,124500,"NAmes"
511,20,0.75,145.59,5,7,1951,2000,70,6.5,1.8,1.78,10.08,1363,0,0,13.63,1,0,1,0,2,1,6,2,1951,1,2.88,3.24,0.42,0,0,1.68,0,2000,6,2009,164900,"NAmes"
512,120,0.4,67.92,7,5,2005,2006,94,0,0,13.68,13.68,1368,0,0,13.68,0,0,2,0,2,1,6,1,2005,2,4.74,1.32,0.35,0,0,0,0,0,3,2006,202665,"NridgHt"
513,20,0.7,91,5,5,1958,1958,0,5.21,1.74,1.69,8.64,864,0,0,8.64,1,0,1,0,3,1,5,0,1964,2,6.24,0,0,0,0,0,0,0,7,2006,129900,"NAmes"
514,20,0.71,91.87,6,5,1983,1983,0,3.36,0,7.48,10.84,1080,0,0,10.8,0,0,1,1,3,1,5,0,1983,2,4.84,1.2,0,1.58,0,0,0,0,6,2007,134000,"Mitchel"
515,45,0.55,105.94,5,5,1926,1950,0,0,0,7.68,7.68,789,0,0,7.89,0,0,1,0,2,1,5,0,1926,1,2,0,0,1.12,0,0,0,0,6,2007,96500,"Crawfor"
519,60,0.69,95.31,6,5,1998,1998,0,7.06,0,0.88,7.94,882,914,0,17.96,1,0,2,1,3,1,7,0,1998,2,5.46,0,0.36,0,0,0,0,0,5,2007,211000,"CollgCr"
522,20,0.9,119.88,6,6,1957,1957,0,7.77,0,4.67,12.44,1244,0,0,12.44,0,0,1,1,3,1,6,2,1957,1,3.36,0,0.4,0,0,0,0,0,5,2007,150000,"NAmes"
523,50,0.5,50,6,7,1947,1950,0,3.99,0,6.05,10.04,1004,660,0,16.64,0,0,2,0,3,1,7,2,1950,2,4.2,0,0.24,0.36,0,0,0,0,10,2006,159000,"BrkSide"
526,20,0.62,75,7,5,2005,2005,0,0,0,12.57,12.57,1266,0,0,12.66,0,0,2,0,3,1,6,1,2005,2,4.53,0.38,1.44,0,0,0,0,0,4,2006,176000,"Somerst"
527,20,0.7,133,5,7,1956,2000,0,3.77,0,5.51,9.28,928,0,0,9.28,0,0,1,0,2,1,4,0,1956,1,2.52,2.61,0,1.56,0,0,0,0,6,2007,132000,"NAmes"
531,80,0.85,102,6,5,1988,1989,219,7.83,0,6.78,14.61,1509,0,0,15.09,1,0,2,0,3,1,5,1,1988,2,6,2.24,0,0,0,0,0,0,8,2008,175000,"Timber"
532,70,0.6,61.55,6,8,1920,1999,0,0,0,6.11,6.11,751,611,0,13.62,0,0,2,0,3,1,6,0,1920,2,5.02,0,0,0.84,0,0,0,0,6,2008,128000,"BrkSide"
537,60,0.57,89.24,7,5,1998,1999,0,0,0,8.8,8.8,880,844,0,17.24,0,0,2,1,3,1,8,0,1998,2,5.27,1.2,1.55,0,0,0,0,0,7,2008,188000,"CollgCr"
538,20,0.69,127.35,4,5,1972,1972,0,6,0,2.64,8.64,864,0,0,8.64,0,0,1,0,3,1,5,0,1980,2,5.76,2.16,0,0,0,0,0,0,4,2008,111250,"NAmes"
539,20,0.69,115.53,5,5,1968,1968,188,6.73,0,3.78,10.51,1159,0,0,11.59,0,0,1,1,3,1,7,1,1968,1,3.36,4.66,0,0,0,0,0,0,7,2006,158000,"Sawyer"
543,20,0.78,101.4,7,5,1998,1999,0,1.44,11.27,3.79,16.5,1680,0,0,16.8,1,0,2,0,3,1,7,1,1998,2,5.83,0.78,0.73,0,0,0,0,0,6,2009,213250,"NWAmes"
544,120,0.34,40.58,7,5,1998,1998,182,5.84,1.39,0,7.23,767,0,0,7.67,1,0,1,0,1,1,4,0,1998,1,3.67,1.2,0.4,0,0,0,0,0,6,2007,133000,"NAmes"
545,60,0.58,171.04,7,5,2006,2006,0,5.54,0,1,6.54,664,832,0,14.96,1,0,2,1,3,1,7,1,2006,2,4.26,1,0.24,0,0,0,0,0,9,2006,179665,"Gilbert"
548,85,0.54,72.44,5,7,1970,1970,0,6.19,0,1.49,7.68,768,0,0,7.68,1,0,1,0,2,1,5,0,1987,2,6.24,1.04,0,0,0,0,0,0,4,2007,129500,"Mitchel"
549,20,0.49,82.35,5,7,1955,1995,0,1.8,6.45,0,8.25,825,0,0,8.25,1,0,1,0,2,1,4,0,1963,2,7.2,1.4,0.5,0,0,0,0,0,6,2008,125000,"OldTown"
551,120,0.53,40.43,6,6,1977,1977,0,5.59,0,5.1,10.69,1069,0,0,10.69,0,0,2,0,2,1,4,0,1977,2,4.4,0,0.55,0,0,2,0,0,10,2008,140000,"NPkVill"
552,20,0.5,60,5,6,1957,1957,0,3.08,0,6.2,9.28,928,0,0,9.28,0,0,1,0,3,1,5,0,1957,1,2.88,0,0,0,0,0,0,0,6,2008,112500,"OldTown"
554,20,0.67,87.77,4,5,1949,2003,0,0,0,0,0,1126,0,0,11.26,0,0,2,0,2,1,5,0,2002,2,5.2,0,0.96,0,0,0,0,0,5,2009,108000,"Edwards"
556,45,0.58,63.8,5,6,1922,1950,0,0,0,9.93,9.93,1048,0,0,10.48,0,0,1,0,2,1,5,1,1922,1,2.8,0,0,1.16,0,0,0,0,8,2006,113000,"BrkSide"
557,20,0.69,148.5,5,5,1957,1957,0,8.95,0,1.97,10.92,1092,0,0,10.92,1,0,1,0,2,1,6,1,1957,1,2.99,2.68,0,0,0,1.22,0,0,5,2006,141000,"NAmes"
558,50,0.6,110.4,4,6,1920,1950,0,6.37,0,0,6.37,897,439,0,13.36,0,0,1,1,3,1,7,0,1994,1,5.7,0,0.47,1.2,0,0,0,0,9,2006,108000,"IDOTRR"
559,60,0.57,218.72,7,5,1996,1997,0,6.04,0,1.25,7.29,729,717,0,14.46,0,1,2,1,3,1,6,1,1996,2,4.06,2.64,0.22,0,0,0,0,0,8,2008,175000,"Gilbert"
562,20,0.77,100.1,5,5,1974,1975,0,10.71,1.23,1.95,13.89,1389,0,0,13.89,1,0,1,0,2,1,6,1,1975,2,4.18,2.4,0.38,0,0,0,0,0,4,2006,170000,"Mitchel"
563,30,0.63,139.07,5,6,1940,1969,0,2.9,0,7.06,9.96,996,0,0,9.96,1,0,1,0,3,1,6,1,1980,0,0,1.44,0,0,0,0,0,0,7,2008,108000,"Edwards"
566,70,0.66,68.58,6,4,1915,1950,0,0,0,8.06,8.06,841,806,0,16.47,1,0,1,1,4,1,6,0,1920,1,2.16,0,0.66,1.36,0,0,0,0,5,2010,128000,"SWISU"
568,20,0.7,101.71,7,5,2004,2004,168,0.02,0,15.15,15.17,1535,0,0,15.35,0,0,2,0,3,1,7,0,2004,2,5.32,0,0,0,0,0,0,0,3,2010,214000,"NridgHt"
570,90,0.69,70.32,5,5,1979,1979,0,9.43,0,0,9.43,943,0,0,9.43,1,0,1,0,2,1,4,2,1979,2,6,0.42,0,0,0,0,0,0,12,2006,135960,"NAmes"
572,20,0.6,73.32,6,6,1959,1959,207,4.14,0,4.5,8.64,864,0,0,8.64,1,0,1,0,2,1,4,0,1959,1,2.88,1.68,0,0,0,0,0,0,10,2006,120000,"NAmes"
573,60,0.83,131.59,7,5,2009,2009,0,0,0,8.46,8.46,846,846,0,16.92,0,0,2,1,3,1,6,0,2009,2,6.5,2.08,1.14,0,0,0,0,0,7,2009,224500,"Timber"
574,80,0.76,99.67,7,5,2000,2000,0,0,0,3.84,3.84,774,656,0,14.3,0,0,2,1,3,1,8,1,2000,2,4,1,0,0,0,0,0,0,12,2007,170000,"Gilbert"
575,80,0.7,105,5,7,1971,2005,82,3.49,0,0.23,3.72,576,533,0,11.09,0,1,1,0,3,1,5,0,1971,1,2.88,0.35,0,0,0,0,0,0,12,2007,139000,"NAmes"
576,50,0.8,84.8,5,5,1947,1950,0,4.42,0,3.9,8.32,832,384,0,12.16,0,0,1,0,2,1,6,0,1947,1,3.36,1.58,0,1.02,0,0,0,0,10,2008,118500,"NAmes"
577,50,0.52,62.92,7,7,1928,1950,0,0,0,8.61,8.61,877,600,0,14.77,0,1,2,0,3,1,6,1,1928,1,2.16,0,0.5,0,0,0,0,0,8,2009,145000,"SWISU"
578,80,0.96,117.77,5,6,1966,1966,97,3.28,5.51,2.85,11.64,1320,0,0,13.2,1,0,1,0,3,1,6,2,1966,2,5.64,1.6,0.68,2.4,0,0,0,0,5,2006,164500,"Sawyer"
579,160,0.34,36.04,7,5,2007,2007,0,0,0,6.89,6.89,703,689,0,13.92,0,0,2,0,2,1,5,0,2007,2,5.4,0,1.02,0,0,0,0,0,2,2008,146000,"Somerst"
581,20,0.69,145.85,6,6,1960,1987,85,5.94,2.19,3.31,11.44,1429,0,0,14.29,0,1,1,0,3,1,7,2,1960,2,5.72,2.16,1.1,0,0,0,0,0,6,2007,181900,"NAmes"
583,90,0.81,118.41,6,5,1990,1990,104,8.16,0,0,8.16,816,0,0,8.16,1,0,1,0,3,1,5,0,1980,0,0,0,0.32,0,0,0,0,0,5,2007,118500,"Edwards"
585,50,0.51,61.2,4,7,1935,1995,0,0,0,8.84,8.84,989,584,0,15.73,0,0,1,0,3,1,6,0,1935,1,2.4,0,0,0.54,0,1.2,0,0,7,2009,133000,"BrkSide"
587,30,0.55,102.67,6,7,1918,2000,0,2.1,6.06,0,8.16,838,0,0,8.38,1,0,1,0,2,1,5,0,1961,1,2.75,0,0,1.12,0,0,0,0,5,2008,130000,"BrkSide"
588,85,0.74,87.4,5,6,1982,1982,0,6.72,0,1.68,8.4,860,0,0,8.6,1,0,1,0,2,1,4,0,1996,2,5.28,0,0,0,0,0,0,0,7,2009,137000,"Sawyer"
589,20,0.65,250.95,5,8,1968,2003,0,13.24,0,1.13,14.37,1473,0,0,14.73,2,0,1,0,1,1,5,2,1968,1,4.52,0,0.48,0,0,0.6,0,0,6,2009,143000,"ClearCr"
591,60,0.64,83.2,7,5,2004,2004,0,4.9,0,2.8,7.7,770,812,0,15.82,0,0,2,1,3,1,6,0,2004,2,5.2,0,0.45,0,0,0,0,0,9,2008,185900,"CollgCr"
593,20,0.6,66,5,8,1982,2003,0,8.16,0,0,8.16,816,0,0,8.16,1,0,1,0,2,1,4,0,1985,2,8.16,0,0,0,0,0,0,0,6,2008,138000,"Mitchel"
594,120,0.69,44.35,6,5,2003,2003,170,6.85,0,1.63,8.48,848,0,0,8.48,1,0,1,0,1,1,4,0,2003,2,4.2,1.4,0,0,0,0,0,0,5,2009,140000,"CollgCr"
595,20,0.88,79.9,5,6,1975,1975,0,0,0,9.24,9.24,924,0,0,9.24,0,0,1,0,3,1,5,0,1981,1,2.8,0,0,0,0,0,0,0,4,2008,110000,"CollgCr"
597,70,0.6,36,6,7,1910,1993,0,0,0,6.84,6.84,684,684,0,13.68,0,0,1,0,3,1,7,0,1930,1,2.16,0,1.58,0,0,0,0,0,10,2006,114504,"OldTown"
598,120,0.53,39.22,7,5,2006,2007,72,0,0,12.58,12.58,1402,0,0,14.02,0,2,0,2,2,1,7,1,2006,3,6.48,1.2,0.16,0,0,0,0,0,2,2007,194201,"Blmngtn"
600,160,0.24,19.5,6,6,1980,1980,0,0.81,6.12,0.23,7.16,716,840,0,15.56,1,0,2,1,3,1,6,1,1980,2,4.52,1.61,0,0,0,0,0,0,7,2008,151000,"Blueste"
602,50,0.5,90,6,6,1937,1950,0,0,0,7.8,7.8,780,595,0,13.75,0,0,1,1,3,1,6,1,1979,1,5.44,0,1.62,0,0,1.26,0,0,12,2007,141000,"IDOTRR"
603,60,0.8,100.41,8,5,1992,1992,0,7.89,0,1.19,9.08,927,988,0,19.15,1,0,2,1,3,1,8,1,1992,2,5.06,1.2,1.5,0,0,0,0,0,2,2006,220000,"SawyerW"
604,160,0.3,31.82,7,5,2004,2005,0,0,0,6,6,600,600,0,12,0,0,2,1,2,1,4,0,2004,2,4.8,0,1.72,0,0,0,0,0,6,2010,151000,"Somerst"
605,20,0.88,128.03,7,5,2002,2002,99,9.22,0,5.72,14.94,1494,0,0,14.94,1,0,2,0,3,1,6,1,2002,2,5.3,1.92,0.36,0,0,0,0,0,9,2008,221000,"CollgCr"
606,60,0.85,136,7,6,1965,1990,176,4.54,0,3.14,7.68,1186,800,0,19.86,0,0,2,1,3,1,7,3,1965,2,4.86,0,0.42,0,0,1.89,0,0,10,2009,205000,"NAmes"
607,20,0.82,124.64,5,5,1996,1996,0,7.32,0,3.08,10.4,1040,0,0,10.4,1,0,1,0,3,1,6,0,2000,2,5.76,1.68,0,0,0,0,0,0,11,2009,152000,"CollgCr"
610,20,0.61,79.43,4,5,1961,1961,192,9.03,0,1.26,10.29,1029,0,0,10.29,1,0,1,0,3,1,5,0,1961,1,2.61,0.64,0,0.39,0,0,0,0,4,2007,118500,"Sawyer"
612,80,0.69,103.95,6,6,1978,1978,233,6.05,0,4.27,10.32,1032,0,0,10.32,0,1,2,0,3,1,6,1,1978,2,5.64,0,0,0,0,0,0,500,7,2007,148000,"NWAmes"
616,85,0.8,88,6,7,1963,1963,156,7.63,0,1.73,9.36,1054,0,0,10.54,1,0,1,0,3,1,6,0,1963,2,4.8,1.2,0,0,0,0,0,0,5,2010,137500,"NAmes"
617,60,0.69,78.61,6,5,2002,2003,0,4.57,0,3.26,7.83,807,702,0,15.09,1,0,2,1,3,1,7,1,2002,2,3.93,1,0.75,0,0,0,0,0,6,2006,183200,"Gilbert"
618,45,0.59,72.27,6,6,1954,1954,0,0,0,8.32,8.32,832,0,0,8.32,0,0,1,0,2,1,4,0,1962,2,5.28,0,0,0,0,0,0,0,6,2008,105500,"NAmes"
623,20,0.71,70.64,5,6,1977,1977,153,5.6,0,4.2,9.8,980,0,0,9.8,0,0,1,0,3,1,6,0,1986,2,4.84,1.92,0,0,0,0,0,0,7,2009,135000,"Sawyer"
625,60,0.8,104,6,5,1972,1972,288,2.47,0,4.85,7.32,1012,778,0,17.9,1,0,1,2,4,1,8,1,1972,2,4.84,1.48,0,0,0,1.47,0,0,11,2006,165150,"NWAmes"
626,20,0.87,100,6,6,1962,1962,261,0,0,11.16,11.16,1116,0,0,11.16,0,0,1,1,3,1,5,0,1962,2,4.4,0,0,0,0,3.85,0,0,2,2010,160000,"NAmes"
627,20,0.69,123.42,5,5,1960,1978,0,0,0,9.78,9.78,1422,0,0,14.22,0,0,1,0,3,1,6,1,1960,1,2.86,0,0,0.36,0,0,0,600,8,2007,139900,"NAmes"
628,80,0.8,96,6,6,1955,1972,164,6.74,1.32,3.5,11.56,1520,0,0,15.2,1,0,1,0,3,1,7,2,1955,1,3.64,0,0,1.89,0,0,0,0,3,2010,153000,"NAmes"
630,80,0.82,90.2,6,5,1964,1964,259,6.24,3.36,2.88,12.48,1350,0,0,13.5,1,0,1,1,3,1,6,0,1964,2,5.2,1.76,0,0,0,0,0,0,6,2008,168500,"NAmes"
632,120,0.34,45.9,8,5,2006,2006,108,0.24,0,15.3,15.54,1554,0,0,15.54,0,0,2,0,2,1,6,1,2006,2,6.27,1.56,0.73,0,0,0,0,0,8,2007,209500,"NridgHt"
644,60,0.8,107.93,5,5,1969,1969,263,4.93,2.87,0,7.8,780,840,0,16.2,0,0,2,1,4,1,7,0,1969,2,4.62,2.08,0,0,0,0,0,0,4,2007,152000,"NWAmes"
646,20,0.69,105.3,6,5,1971,1971,0,2.82,0.35,6.64,9.81,981,0,0,9.81,1,0,1,1,3,1,5,0,1979,2,5.76,0,3.12,0.4,0,0,0,0,3,2007,143250,"NAmes"
648,20,0.85,104.52,6,5,1953,1953,216,5,0,5.94,10.94,1094,0,0,10.94,0,0,1,0,3,1,5,2,1953,2,4.95,0,0,0,0,2.87,0,0,6,2008,155000,"Edwards"
649,60,0.7,77,6,5,1966,1966,351,0,0,7.56,7.56,1051,788,0,18.39,0,0,1,1,4,1,7,1,1966,2,4.42,0,1.24,2.16,0,0,0,0,6,2010,155000,"NAmes"
651,60,0.65,81.25,7,6,2007,2007,0,0,0,8.13,8.13,822,843,0,16.65,0,0,2,1,3,1,7,0,2007,2,5.62,0,0,0,0,0,0,0,5,2008,205950,"Somerst"
653,60,0.7,87.5,7,5,1996,1996,0,0,0,8.8,8.8,909,807,0,17.16,0,0,2,1,2,1,7,1,1996,2,5.12,0,1.2,0,0,0,0,0,7,2009,191000,"CollgCr"
654,50,0.6,103.2,6,7,1906,1995,0,0,0,7.56,7.56,756,713,0,14.69,0,0,1,0,3,1,7,0,1906,1,2.16,0.57,0,2.39,0,0,0,0,6,2008,135000,"IDOTRR"
657,20,0.72,100.07,5,7,1959,2006,54,8.06,0,2.47,10.53,1053,0,0,10.53,1,0,1,1,3,1,5,0,1959,1,3.12,0,0,0,0,0,0,0,8,2008,145500,"NAmes"
658,70,0.6,72,7,6,1931,2000,0,0,0,7.76,7.76,851,651,0,15.02,0,0,1,1,3,1,6,1,1931,1,2.7,0,0,1.12,0,0,0,0,2,2008,149000,"Crawfor"
659,50,0.78,175.03,6,5,1948,1950,0,0,0,9.12,9.12,912,546,0,14.58,0,1,1,0,3,1,6,1,1948,1,3.3,1.92,0,0,0,0,0,0,1,2010,97500,"NAmes"
660,20,0.75,99.37,5,7,1964,1999,0,6.37,0,8.49,14.86,1486,0,0,14.86,1,0,1,0,3,1,7,0,1968,2,4.8,0,0,0,0,0,0,0,3,2009,167000,"Edwards"
661,60,0.69,123.84,7,7,1976,1976,233,0,0,7.93,7.93,1142,793,0,19.35,0,0,2,1,3,1,7,1,1976,2,5.5,0,1.13,2.52,0,0,0,0,11,2007,197900,"NWAmes"
664,85,0.9,100.12,4,5,1972,1972,0,9.2,1.8,0.38,11.38,1181,0,0,11.81,1,0,2,0,3,1,6,0,1974,2,5.88,0,0,1.8,0,0,0,0,4,2008,137500,"Edwards"
668,20,0.65,81.25,6,5,1994,1998,258,11.38,0,2.7,14.08,1679,0,0,16.79,1,0,2,0,3,1,7,1,1994,2,5.75,2.24,0.42,0,0,0,0,0,10,2008,193500,"SawyerW"
669,20,0.69,141.75,5,6,1956,1987,0,9.88,0,2,11.88,1437,0,0,14.37,1,0,1,1,3,1,6,1,1999,2,5.76,3.04,0,0,0,0,0,0,11,2006,168000,"Sawyer"
670,30,0.8,116,4,5,1922,1950,0,0,0,7,7,1180,0,0,11.8,0,0,1,0,2,1,5,1,1922,1,2.52,0,0,0.67,0,0,0,0,7,2006,137500,"Crawfor"
671,60,0.64,86.33,6,5,2005,2005,0,1.93,0,5.45,7.38,738,738,0,14.76,1,0,2,1,3,1,7,0,2005,2,5.4,1,0.35,0,0,0,0,0,2,2009,173500,"CollgCr"
672,70,0.54,66.29,6,6,1925,1950,0,5.51,0,1.21,6.72,697,672,0,13.69,1,0,2,0,3,1,6,0,1930,1,3,1.47,0,0,0,0,0,0,7,2009,103600,"Edwards"
673,20,0.69,112.5,6,6,1977,1977,0,7.67,0,4.41,12.08,1208,0,0,12.08,1,0,1,1,3,1,6,1,1977,2,5.46,1.98,0.42,0,0,0,0,0,6,2006,165000,"Veenker"
676,160,0.24,22.89,6,6,1978,1978,0,3.11,0,5.44,8.55,855,586,0,14.41,0,0,2,1,3,1,7,1,1978,2,4.4,0.28,0,0,0,0,0,0,4,2009,148500,"NPkVill"
680,20,0.69,99.45,5,5,1961,1961,57,8.27,0,1.61,9.88,988,0,0,9.88,1,0,1,0,3,1,5,0,1963,2,5.72,0,0,0,0,0,0,0,10,2007,128500,"Sawyer"
681,120,0.5,80.12,6,5,1980,1980,0,5.43,1.19,2.61,9.23,923,0,0,9.23,0,0,2,0,2,1,5,1,1980,1,2.64,0.8,0,0,0,0,0,0,5,2010,143000,"SawyerW"
682,50,0.55,45,5,5,1932,2000,0,1.82,0,6.11,7.93,848,672,0,15.2,0,0,1,0,3,1,6,0,1968,1,2.81,0,0,0.56,0,0,0,0,7,2009,159434,"SWISU"
683,120,0.69,28.87,6,5,1996,1997,0,10.03,0,2.88,12.91,1291,0,0,12.91,1,0,1,0,2,1,6,1,1996,2,4.31,3.07,0,0,0,0,0,0,11,2008,173000,"ClearCr"
686,160,0.69,50.62,7,5,1984,1984,0,8.28,1.82,1.8,11.9,1190,900,0,20.9,1,0,2,0,3,1,6,1,1984,2,5.77,2.19,0,0,0,0,0,0,9,2007,207500,"StoneBr"
688,160,0.69,51.05,7,5,2004,2004,0,2.39,0,3.12,5.51,551,551,0,11.02,0,0,2,1,2,1,4,0,2004,2,4.8,0,0.6,0,0,0,0,0,3,2007,148800,"Somerst"
690,120,0.61,75.77,6,5,2005,2006,256,0.2,0,13.42,13.62,1362,0,0,13.62,0,0,2,0,2,1,6,1,2005,2,4.6,1.92,0.28,0,0,0,0,0,6,2007,194700,"NridgHt"
694,30,0.6,54,5,6,1921,1968,0,0,0,10.73,10.73,1073,0,0,10.73,0,0,1,0,2,1,4,0,1968,1,3.26,0,0,1.12,0,0,0,0,12,2006,108480,"OldTown"
695,50,0.51,61.2,5,6,1936,1950,0,0,0,9.27,9.27,1067,472,0,15.39,0,0,1,1,3,1,5,0,1995,2,5.76,1.12,0,0,0,0,0,0,4,2009,141500,"BrkSide"
696,20,0.54,138.11,6,6,1987,1987,72,9.8,0.4,0.92,11.12,1137,0,0,11.37,1,0,2,0,2,1,5,1,1987,2,5.51,1.25,0,0,0,0,0,0,7,2006,176000,"Timber"
697,30,0.5,60,5,7,1921,1950,0,6.16,0,0,6.16,616,0,0,6.16,0,0,1,0,2,1,4,0,1921,1,2.05,0,0,1.29,0,0,0,0,6,2006,89000,"BrkSide"
698,20,0.57,64.2,5,7,1952,1952,0,2.1,5.51,2.19,9.8,1148,0,0,11.48,0,1,1,0,2,1,6,0,1952,1,3.08,0,0,0,0,0,0,0,9,2006,123500,"Edwards"
700,120,0.59,42.82,7,5,2004,2004,0,0.16,0,13.75,13.91,1391,0,0,13.91,0,0,2,0,2,1,5,0,2004,2,5.3,1.56,1.58,0,0,0,0,0,7,2008,196000,"Somerst"
702,20,0.8,96,7,5,1969,1969,168,0,0,11.64,11.64,1164,0,0,11.64,0,0,1,1,3,1,6,0,1969,2,5.28,0,0,0,0,0,0,0,7,2006,140000,"NWAmes"
705,20,0.7,84,7,5,2004,2005,109,7.12,0,7.61,14.73,1484,0,0,14.84,1,0,2,0,3,1,7,0,2004,2,6.06,0,0.35,0,144,0,0,0,5,2010,213000,"CollgCr"
709,60,0.65,90.18,7,5,2007,2007,0,0,0,7.28,7.28,728,728,0,14.56,0,0,2,1,3,1,8,1,2007,2,4,1,0.24,0,0,0,0,0,7,2007,179540,"Gilbert"
710,20,0.69,71.62,5,7,1966,1966,41,0,0,8.76,8.76,904,0,0,9.04,0,0,1,0,3,1,6,0,1966,1,4.08,0,0,0,0,0,0,0,12,2008,109900,"Sawyer"
